Title,Categories,Servings,Ingredients,Generated Recipe - Baseline 1,Generated Recipe - Baseline 2,Generated Recipe - Extended 1,Generated Recipe - Extended 2,Generated Recipe - Paper
bruschetta bresaola eggplant mozzarella,molto,4 servings,"3 tb virgin olive oil	1/2 md red onion, thinly sliced	2 sm japanese eggplants	2 tb red wine vinegar	1/2 lb fresh mozzarella	8    basil leaves, chiffonade	4 lg slices italian country	bread	1/4 lb bresaola, sliced paper thin	by butcher or deli (should	yield	12    15 slices), may substitute	prosciutto or capicola",,,,,
stuffed baked mussels,molto,4 servings,3 lb prince edward island mussels	about 50 to 60	1/2 c  dry white wine	2 1/2 c  basic tomato sauce	1 c  fresh basil leaves	1 c  fresh bread crumbs	1/2 c  extra virgin olive oil,fold margarine sugar if peaks if and until flour fruit oil mixture blend gradually margarine spray moist margarine adding oven and to scraping which ingredients made batte margarine hickory sides whisk strain blend <EOS>,two eggs combine microwaving blend hours flour fruit mixture and hot combine margarine coated blend hot margarine bubbly if cooler if bubbly if cooler if bubbly if until if cooler if and bubbly blend x7 crumbs blend hot margarine mealmaster and x7 crumbs blend creamed cocoa as cream blend <EOS>,in a large bowl combine all ingredients in a small bowl whisk together the dressing ingredients and mix well pour the dressing over the salad and toss to serve <EOS>,in a large bowl combine all the ingredients in a mixing bowl and let it sit in a little at least hour before serving <EOS>,heat oil in heavy large skillet over mediumhigh heat add shrimp toma toes basil olives garlic and shallot season with salt and pepper cook until shrimp turn pink stirring frequently about minutes place pasta in serving bowl pour sauce over and toss sprinkle with romano serve immediately
smashed strawberries over crispy sticks emeril live,emeril	kids	ice cream	pies	desserts,4 servings,1 ea basic pie crust	1 1/2 c  sugar	1 ts cinnamon	2 pt strawberries	8 ea scoops of vanilla ice cream	1 ea shaker of powdered sugar	sprigs of fresh mint,,,,,
citrus marinade,emeril,2 servings,"juice of three limes	juice of three lemons	1/2 c  coco lopez	2 oz tequila	3 tb chopped green onions	1/4 c  finely chopped cilantro	2 tb finely chopped red pepper	2 tb finely chopped yellow	pepper	2    fresh jalapenos, finely	chopped	salt and pepper	2    (8 ounce) shark steaks	2 tb olive oil	2 c  jicama orange salad, recipe	follows	fresh cilantro sprigs",,,,,
emerils danish dough,emeril,12 servings,"3/4 c  warm water (105 degrees f to	115    degrees f)	1/2 c  milk (105 degrees to 115	degrees f)	1 ts pure vanilla extract	1/4 oz dry active yeast	1/4 c  sugar	1 ts salt	4 c  flour	1/2 ts cardamom	1    egg yolk	flour for dusting, about 1/2	cup	2    sticks (8 ounces) cold	unsalted butter	2    eggs beaten with 1	tb water	3 tb sugar	1 tb ground cinnamon	12 tb sweetened cream cheese	12 ts raspberry jam	1 c  almond filling	1 c  crushed almond	1/2 c  apricot glaze",flour fruit oil bananas mixture if fold margarine evenly if let stand if and until blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and margarine boiling over blend cookie crumbs blend gradually moist fruit degrees frothy yogurt blend to rise minutes scraping which ingredients made batte margarine hickory sides whisk blend <EOS>,cookie margarine evenly if until if let stand if and until blend hot margarine vanilla if total rise fruit piece if peppermint crumbs covering gloss serving blend hot margarine evenly if let stand if until and paul blend cookie crumbs blend hot margarine boiling over and cookie crumbs blend hot margarine almonds over blend souffle scraping slightly ingredients blend hot margarine boiling over blend souffle scraping slightly ingredients blend <EOS>,in a large skillet heat the oil over mediumhigh heat add the onion and cook until the steaks is tender add the remaining ingredients and cook until the vegetables are tender about minutes add the remaining ingredients and cook for minutes more or until the vegetables are tender <EOS>,combine all ingredients in a blender and process until smooth spoon into serving bowl garnish with cilantro sprigs <EOS>,brown one chopped onion in butter or margarine add chicken broth curry powder ginger turmeric flour salt pepper cover and simmer for minutes stir in yoghurt cream cayenne and paprika now make a stuffing of melted butter bread crumbs each chopped onion and celery and cooked cut shrimp stuff a pound striped bass or similar fish with stuffing place in a baking dish and pour curry sauce over fish bake minutes or until tender and flaky in a degree f oven basting times
grilled knob onions romesco sauce,2hot,4 to 6 servings,"1    sweet dried red romesco	pepper, (or substitute a	roasted red bell	pepper)	1 sl bread, toasted	10    blanched almonds, toasted	salt and freshly ground	black pepper	4    cloves garlic, peeled	1    tomato, peeled, seeded and hopped	1/3 c  olive oil	1    to 2 tablespoons warm water	12    to 16 knob onions, or alcots",,,,,
cherry cobbler-emeril,desserts	fruits	emeril,1 recipe,"filling:	6 cups tart red cherries, itted	1 1/4    cups sugar	1/4    cup water	4 teaspoons cornstarch	topping:	1 cup flour	1/4    cup sugar	2 tablespoons brown sugar	1 teaspoon baking powder	1/2    teaspoon cinnamon	3 tablespoons butter	1 egg, beaten	3 tablespoons milk",,,,,
emerils fried rice,sides	rice	emeril,4 servings,1/4    cup peanut oil	3 cups cooked white rice	1/2    cup chopped green onions	1/2    cup shredded roasted pork	1/2    cup diced shrimp	1/2    cup diced chinese sausage	2 teaspoons minced garlic	3 eggs	1 1/2    tablespoons soy sauce	2 tablespoons sesame oil,hours margarine workable flour fruit oil mixture if double cocoa margarine t and only combined scraping fruit or ingredients blend table and jelly diced hand t blend enjoy almonds cocoa white shrimp blend flour fruit oil mixture if fold margarine boiling over if water margarine churn sauce if margarine coated if and margarine until if and margarine coated blend gradually margarine spray moist margarine adding oven and to rise minutes scraping candies ingredients made batte margarine hickory sides whisk blend <EOS>,hours margarine hardening flour fruit mixture if double cocoa margarine t and only combined scraping slightly ingredients blend table and hours flour fruit mixture blend only combined scraping slightly ingredients blend table and hours flour fruit mixture blend hot margarine vanilla if total rise fruit piece if peppermint crumbs covering gloss serving blend hot margarine boiling over and cookie crumbs blend gradually moist degrees and draw mediumhigh oven blend to rise minutes scraping except ingredients blend <EOS>,combine all ingredients in a large bowl stir in blueberries and serve warm <EOS>,combine all ingredients in a large mixing bowl and mix well add the milk and stir until the mixture is smooth add the egg and milk and cook for minutes stirring constantly until the mixture is smooth <EOS>,boil sugar and water until it threads well pour over egg whites well beaten beating all the time when partly cool add pineapple
mackerel in vinegar,fish,12 servings,mackerel	butter or oil	large onion	sugar	salt and pepper	malt vinegar,flour fruit bananas mixture if fold margarine evenly if let stand if until if and paul flour fruit mixture blend hot margarine evenly and cereal batte crumbs shallow blend gradually margarine spray moist fruit degrees frothy yogurt blend to rise minutes scraping which ingredients made batte margarine hickory sides whisk strain blend corn medium part blend <EOS>,two eggs combine microwaving blend fold boiling over flour fruit airtight mixture blend cookie crumbs blend gradually moist fruit sour cashews and to rise minutes scraping candies ingredients blend <EOS>,combine all ingredients and mix well serve over rice <EOS>,heat oil in large skillet over medium heat add onions and cook stirring until browned about minutes add shrimp and cook stirring constantly until mixture is heated through <EOS>,combine all ingredients in a bowl and mix well
mango custard oranges,pudding	dessert	fruit	posted-mm,4 servings,"2    mangoes, peeled and seeded	1/2 c  granulated sugar	1/4 c  dark rum	3 tb lime juice	2 lg eggs	1 ts vanilla extract	3    oranges, peeled and divided into segments	1 c  whipped cream, sweetened to taste",two eggs combine minutes light hours margarine butter flour fruit oil mixture blend hot margarine evenly and margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed blend hot margarine evenly and cereal batte crumbs speed,cookie squares over together blend continue ghee blend <EOS>,melt butter in a large skillet add onion and saute until tender add the onion and carrots and cook until the onion is tender add the chopped onion and salt and pepper to taste add the onion and cook for minutes add the salt and pepper to taste add the butter and the sugar and continue to cook for minutes or until the onion is tender and serve hot <EOS>,heat oil in a large skillet over medium heat add onion and saute until softened about minutes add onion and cook stirring until softened about minutes add onion and cook until softened about minutes add onion and cook stirring until softened about minutes add onion and garlic and cook stirring until onion is softened about minutes add onion and cook until softened about minutes add onion and cook stirring until softened about minutes add onion and cook stirring until softened about minutes add onion and cook stirring until softened about minutes add onion and cook stirring until softened about minutes add onion and garlic cook stirring until softened about minutes add onion and cook stirring until softened about minutes add the potatoes and cook for minutes or until the onion is soft and the liquid is absorbed add the stock and simmer for minutes add the stock and simmer for,in a saucepan boil the sugar and the water until it makes a heavy syrup allow this to cool and add the honey add the essence of orange and stir until well combined slowly stir in the cognac mixing well
